date,year,quarter,month,rank,player_id,name,player_code,country,position,sub_position,club,competition_id,value_eur,value_million_eur,valuation_date,valuation_age_days,valuation_source,color,image_url,player_url
2004-12-01,2004,4,12,7,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,27000000,27,2004-12-20,11,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2004-12-01,2004,4,12,8,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,88,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2004-12-01,2004,4,12,9,5962,Antonio Cassano,antonio-cassano,Italy,Attack,Second Striker,AS Roma,IT1,25000000,25,2004-10-04,88,player_valuations,#45B1E3,https://img.a.transfermarkt.technology/portrait/header/5962-1448965838.jpg?lm=1,https://www.transfermarkt.co.uk/antonio-cassano/profil/spieler/5962
2004-12-01,2004,4,12,10,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Atlético de Madrid,ES1,25000000,25,2004-11-29,32,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2005-01-01,2005,1,1,1,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,37000000,37,2004-10-13,110,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2005-01-01,2005,1,1,2,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,119,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-01-01,2005,1,1,3,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,30000000,30,2004-10-04,119,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2005-01-01,2005,1,1,4,9828,Ricardo Carvalho,ricardo-carvalho,Portugal,Defender,Centre-Back,Chelsea FC,FR1,30000000,30,2004-10-04,119,player_valuations,#FF5D5D,https://img.a.transfermarkt.technology/portrait/header/9828-1464946916.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo-carvalho/profil/spieler/9828
2005-01-01,2005,1,1,5,3139,David Beckham,david-beckham,England,Midfield,Right Midfield,Real Madrid,FR1,28000000,28,2004-12-28,34,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3139-1459504284.jpg?lm=1,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139
2005-01-01,2005,1,1,6,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,27000000,27,2004-12-20,42,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2005-01-01,2005,1,1,7,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,119,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2005-01-01,2005,1,1,8,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Atlético de Madrid,ES1,25000000,25,2004-11-29,63,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2005-01-01,2005,1,1,9,3979,Iker Casillas,iker-casillas,Spain,Goalkeeper,Goalkeeper,Real Madrid B,PO1,25000000,25,2004-12-28,34,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3979-1542105569.png?lm=1,https://www.transfermarkt.co.uk/iker-casillas/profil/spieler/3979
2005-01-01,2005,1,1,10,3411,Pablo Aimar,pablo-aimar,Argentina,Midfield,Attacking Midfield,Valencia CF,PO1,25000000,25,2004-10-04,119,player_valuations,#45E367,https://img.a.transfermarkt.technology/portrait/header/3411-1603456488.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-aimar/profil/spieler/3411
2005-02-01,2005,1,2,1,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,147,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-02-01,2005,1,2,2,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,32000000,32,2005-02-09,19,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2005-02-01,2005,1,2,3,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,31000000,31,2005-02-11,17,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2005-02-01,2005,1,2,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30000000,30,2005-02-03,25,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-02-01,2005,1,2,5,3235,Rio Ferdinand,rio-ferdinand,England,Defender,Centre-Back,Manchester United,GB1,29500000,29.5,2005-02-10,18,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235
2005-02-01,2005,1,2,6,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,29000000,29,2005-02-10,18,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2005-02-01,2005,1,2,7,3139,David Beckham,david-beckham,England,Midfield,Right Midfield,Real Madrid,FR1,28000000,28,2004-12-28,62,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3139-1459504284.jpg?lm=1,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139
2005-02-01,2005,1,2,8,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,27000000,27,2004-12-20,70,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2005-02-01,2005,1,2,9,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,147,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2005-02-01,2005,1,2,10,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Atlético de Madrid,ES1,25000000,25,2004-11-29,91,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2005-03-01,2005,1,3,1,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,178,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-03-01,2005,1,3,2,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,32000000,32,2005-02-09,50,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2005-03-01,2005,1,3,3,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,31000000,31,2005-02-11,48,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2005-03-01,2005,1,3,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30000000,30,2005-02-03,56,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-03-01,2005,1,3,5,3235,Rio Ferdinand,rio-ferdinand,England,Defender,Centre-Back,Manchester United,GB1,29500000,29.5,2005-02-10,49,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235
2005-03-01,2005,1,3,6,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,29000000,29,2005-02-10,49,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2005-03-01,2005,1,3,7,3139,David Beckham,david-beckham,England,Midfield,Right Midfield,Real Madrid,FR1,28000000,28,2004-12-28,93,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3139-1459504284.jpg?lm=1,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139
2005-03-01,2005,1,3,8,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,27000000,27,2004-12-20,101,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2005-03-01,2005,1,3,9,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,178,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2005-03-01,2005,1,3,10,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Atlético de Madrid,ES1,25000000,25,2004-11-29,122,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2005-04-01,2005,2,4,1,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,208,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-04-01,2005,2,4,2,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,32000000,32,2005-02-09,80,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2005-04-01,2005,2,4,3,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,31000000,31,2005-04-12,18,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2005-04-01,2005,2,4,4,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,31000000,31,2005-02-11,78,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2005-04-01,2005,2,4,5,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30000000,30,2005-02-03,86,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-04-01,2005,2,4,6,3235,Rio Ferdinand,rio-ferdinand,England,Defender,Centre-Back,Manchester United,GB1,29500000,29.5,2005-02-10,79,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235
2005-04-01,2005,2,4,7,3139,David Beckham,david-beckham,England,Midfield,Right Midfield,Real Madrid,FR1,28000000,28,2004-12-28,123,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3139-1459504284.jpg?lm=1,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139
2005-04-01,2005,2,4,8,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,27000000,27,2004-12-20,131,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2005-04-01,2005,2,4,9,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,208,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2005-04-01,2005,2,4,10,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Atlético de Madrid,ES1,25000000,25,2004-11-29,152,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2005-05-01,2005,2,5,1,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,239,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-05-01,2005,2,5,2,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,32000000,32,2005-02-09,111,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2005-05-01,2005,2,5,3,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,31000000,31,2005-04-12,49,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2005-05-01,2005,2,5,4,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,31000000,31,2005-02-11,109,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2005-05-01,2005,2,5,5,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30000000,30,2005-02-03,117,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-05-01,2005,2,5,6,3235,Rio Ferdinand,rio-ferdinand,England,Defender,Centre-Back,Manchester United,GB1,29500000,29.5,2005-02-10,110,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235
2005-05-01,2005,2,5,7,3139,David Beckham,david-beckham,England,Midfield,Right Midfield,Real Madrid,FR1,28000000,28,2004-12-28,154,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3139-1459504284.jpg?lm=1,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139
2005-05-01,2005,2,5,8,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,27000000,27,2004-12-20,162,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2005-05-01,2005,2,5,9,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,239,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2005-05-01,2005,2,5,10,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Atlético de Madrid,ES1,25000000,25,2004-11-29,183,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2005-06-01,2005,2,6,1,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,269,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-06-01,2005,2,6,2,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,32000000,32,2005-02-09,141,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2005-06-01,2005,2,6,3,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,31000000,31,2005-04-12,79,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2005-06-01,2005,2,6,4,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,31000000,31,2005-06-21,9,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2005-06-01,2005,2,6,5,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,31000000,31,2005-02-11,139,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2005-06-01,2005,2,6,6,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30000000,30,2005-02-03,147,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-06-01,2005,2,6,7,3235,Rio Ferdinand,rio-ferdinand,England,Defender,Centre-Back,Manchester United,GB1,29500000,29.5,2005-02-10,140,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235
2005-06-01,2005,2,6,8,3139,David Beckham,david-beckham,England,Midfield,Right Midfield,Real Madrid,FR1,28000000,28,2004-12-28,184,player_valuations,#4545E3,https://img.a.transfermarkt.technology/portrait/header/3139-1459504284.jpg?lm=1,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139
2005-06-01,2005,2,6,9,5023,Gianluigi Buffon,gianluigi-buffon,Italy,Goalkeeper,Goalkeeper,Juventus FC,IT1,28000000,28,2005-06-26,4,player_valuations,#E37F45,https://img.a.transfermarkt.technology/portrait/header/5023-1448530267.jpg?lm=1,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023
2005-06-01,2005,2,6,10,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,26000000,26,2004-10-04,269,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2005-07-01,2005,3,7,1,5958,Francesco Totti,francesco-totti,Italy,Attack,Second Striker,AS Roma,IT1,35000000,35,2004-10-04,300,player_valuations,#6EC6FF,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958
2005-07-01,2005,3,7,2,5023,Gianluigi Buffon,gianluigi-buffon,Italy,Goalkeeper,Goalkeeper,Juventus FC,IT1,35000000,35,2005-07-28,3,player_valuations,#E37F45,https://img.a.transfermarkt.technology/portrait/header/5023-1448530267.jpg?lm=1,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023
2005-07-01,2005,3,7,3,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,32000000,32,2005-02-09,172,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
